index,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
1830,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2003,452.484,B
1831,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2004,470.431,
1832,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2005,481.53,
1833,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2006,503.011,
1834,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2007,514.964,
1835,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2008,551.507,
1836,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2009,522.97,
1837,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2010,555.206,
1838,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2011,557.506,
1839,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2012,595.101,
1840,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2013,629.522,
1841,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2014,661.178,
1842,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2015,673.442,
1843,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2016,691.417,
1844,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2017,734.872,
1845,ESP,HEALTHEXP,OOPEXP,USD_CAP,A,2018,760.199,P
1846,SWE,HEALTHEXP,TOT,PC_GDP,A,1970,5.473,
1847,SWE,HEALTHEXP,TOT,PC_GDP,A,1971,5.909,
1848,SWE,HEALTHEXP,TOT,PC_GDP,A,1972,6.01,
1849,SWE,HEALTHEXP,TOT,PC_GDP,A,1973,5.984,
1850,SWE,HEALTHEXP,TOT,PC_GDP,A,1974,6.223,
1851,SWE,HEALTHEXP,TOT,PC_GDP,A,1975,6.506,
1852,SWE,HEALTHEXP,TOT,PC_GDP,A,1976,6.79,
1853,SWE,HEALTHEXP,TOT,PC_GDP,A,1977,7.543,
1854,SWE,HEALTHEXP,TOT,PC_GDP,A,1978,7.591,
1855,SWE,HEALTHEXP,TOT,PC_GDP,A,1979,7.482,
1856,SWE,HEALTHEXP,TOT,PC_GDP,A,1980,7.789,
1857,SWE,HEALTHEXP,TOT,PC_GDP,A,1981,7.892,
1858,SWE,HEALTHEXP,TOT,PC_GDP,A,1982,7.978,
1859,SWE,HEALTHEXP,TOT,PC_GDP,A,1983,7.89,
1860,SWE,HEALTHEXP,TOT,PC_GDP,A,1984,7.699,
1861,SWE,HEALTHEXP,TOT,PC_GDP,A,1985,7.308,
1862,SWE,HEALTHEXP,TOT,PC_GDP,A,1986,7.079,
1863,SWE,HEALTHEXP,TOT,PC_GDP,A,1987,7.157,
1864,SWE,HEALTHEXP,TOT,PC_GDP,A,1988,7.074,
1865,SWE,HEALTHEXP,TOT,PC_GDP,A,1989,7.133,
1866,SWE,HEALTHEXP,TOT,PC_GDP,A,1990,7.213,
1867,SWE,HEALTHEXP,TOT,PC_GDP,A,1991,7.2,
1868,SWE,HEALTHEXP,TOT,PC_GDP,A,1992,7.483,
1869,SWE,HEALTHEXP,TOT,PC_GDP,A,1993,7.725,B
1870,SWE,HEALTHEXP,TOT,PC_GDP,A,1994,7.338,
1871,SWE,HEALTHEXP,TOT,PC_GDP,A,1995,7.255,
1872,SWE,HEALTHEXP,TOT,PC_GDP,A,1996,7.453,
1873,SWE,HEALTHEXP,TOT,PC_GDP,A,1997,7.265,
1874,SWE,HEALTHEXP,TOT,PC_GDP,A,1998,7.344,
1875,SWE,HEALTHEXP,TOT,PC_GDP,A,1999,7.375,
1876,SWE,HEALTHEXP,TOT,PC_GDP,A,2000,7.369,
1877,SWE,HEALTHEXP,TOT,PC_GDP,A,2001,7.944,B
1878,SWE,HEALTHEXP,TOT,PC_GDP,A,2002,8.254,
1879,SWE,HEALTHEXP,TOT,PC_GDP,A,2003,8.366,
1880,SWE,HEALTHEXP,TOT,PC_GDP,A,2004,8.179,
1881,SWE,HEALTHEXP,TOT,PC_GDP,A,2005,8.199,
1882,SWE,HEALTHEXP,TOT,PC_GDP,A,2006,8.102,
1883,SWE,HEALTHEXP,TOT,PC_GDP,A,2007,8.044,
1884,SWE,HEALTHEXP,TOT,PC_GDP,A,2008,8.243,
1885,SWE,HEALTHEXP,TOT,PC_GDP,A,2009,8.802,
1886,SWE,HEALTHEXP,TOT,PC_GDP,A,2010,8.336,
1887,SWE,HEALTHEXP,TOT,PC_GDP,A,2011,10.446,B
1888,SWE,HEALTHEXP,TOT,PC_GDP,A,2012,10.766,
1889,SWE,HEALTHEXP,TOT,PC_GDP,A,2013,10.945,
1890,SWE,HEALTHEXP,TOT,PC_GDP,A,2014,10.98,
1891,SWE,HEALTHEXP,TOT,PC_GDP,A,2015,10.828,
1892,SWE,HEALTHEXP,TOT,PC_GDP,A,2016,10.839,
1893,SWE,HEALTHEXP,TOT,PC_GDP,A,2017,10.795,
1894,SWE,HEALTHEXP,TOT,PC_GDP,A,2018,10.886,
1895,SWE,HEALTHEXP,TOT,PC_GDP,A,2019,10.882,P
1896,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2000,317.46,D
1897,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2001,404.381,B
1898,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2002,434.392,
1899,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2003,424.042,
1900,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2004,450.185,
1901,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2005,466.251,
1902,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2006,495.74,
1903,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2007,524.408,
1904,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2008,556.846,
1905,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2009,568.556,
1906,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2010,564.925,
1907,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2011,651.237,B
1908,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2012,693.214,
1909,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2013,706.03,
1910,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2014,725.939,
1911,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2015,744.782,
1912,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2016,742.042,
1913,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2017,748.81,
1914,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2018,748.529,
1915,SWE,HEALTHEXP,OOPEXP,USD_CAP,A,2019,788.401,P
1916,CHE,HEALTHEXP,TOT,PC_GDP,A,1970,4.901,
1917,CHE,HEALTHEXP,TOT,PC_GDP,A,1971,5.12,
1918,CHE,HEALTHEXP,TOT,PC_GDP,A,1972,5.086,
1919,CHE,HEALTHEXP,TOT,PC_GDP,A,1973,5.161,
1920,CHE,HEALTHEXP,TOT,PC_GDP,A,1974,5.512,
1921,CHE,HEALTHEXP,TOT,PC_GDP,A,1975,6.281,
1922,CHE,HEALTHEXP,TOT,PC_GDP,A,1976,6.502,
1923,CHE,HEALTHEXP,TOT,PC_GDP,A,1977,6.497,
1924,CHE,HEALTHEXP,TOT,PC_GDP,A,1978,6.507,
1925,CHE,HEALTHEXP,TOT,PC_GDP,A,1979,6.598,
1926,CHE,HEALTHEXP,TOT,PC_GDP,A,1980,6.631,
1927,CHE,HEALTHEXP,TOT,PC_GDP,A,1981,6.691,
1928,CHE,HEALTHEXP,TOT,PC_GDP,A,1982,6.828,
1929,CHE,HEALTHEXP,TOT,PC_GDP,A,1983,7.192,
1930,CHE,HEALTHEXP,TOT,PC_GDP,A,1984,6.952,
1931,CHE,HEALTHEXP,TOT,PC_GDP,A,1985,7.51,
1932,CHE,HEALTHEXP,TOT,PC_GDP,A,1986,7.676,
1933,CHE,HEALTHEXP,TOT,PC_GDP,A,1987,7.859,
1934,CHE,HEALTHEXP,TOT,PC_GDP,A,1988,7.903,
1935,CHE,HEALTHEXP,TOT,PC_GDP,A,1989,7.909,
1936,CHE,HEALTHEXP,TOT,PC_GDP,A,1990,7.852,
1937,CHE,HEALTHEXP,TOT,PC_GDP,A,1991,8.479,
1938,CHE,HEALTHEXP,TOT,PC_GDP,A,1992,8.858,
1939,CHE,HEALTHEXP,TOT,PC_GDP,A,1993,8.962,
1940,CHE,HEALTHEXP,TOT,PC_GDP,A,1994,9.09,
1941,CHE,HEALTHEXP,TOT,PC_GDP,A,1995,8.9,B
1942,CHE,HEALTHEXP,TOT,PC_GDP,A,1996,9.258,
1943,CHE,HEALTHEXP,TOT,PC_GDP,A,1997,9.269,
1944,CHE,HEALTHEXP,TOT,PC_GDP,A,1998,9.369,
1945,CHE,HEALTHEXP,TOT,PC_GDP,A,1999,9.49,
1946,CHE,HEALTHEXP,TOT,PC_GDP,A,2000,9.375,
1947,CHE,HEALTHEXP,TOT,PC_GDP,A,2001,9.73,
1948,CHE,HEALTHEXP,TOT,PC_GDP,A,2002,10.138,
1949,CHE,HEALTHEXP,TOT,PC_GDP,A,2003,10.4,
1950,CHE,HEALTHEXP,TOT,PC_GDP,A,2004,10.479,
1951,CHE,HEALTHEXP,TOT,PC_GDP,A,2005,10.294,
1952,CHE,HEALTHEXP,TOT,PC_GDP,A,2006,9.818,
1953,CHE,HEALTHEXP,TOT,PC_GDP,A,2007,9.629,
1954,CHE,HEALTHEXP,TOT,PC_GDP,A,2008,9.754,
1955,CHE,HEALTHEXP,TOT,PC_GDP,A,2009,10.379,
1956,CHE,HEALTHEXP,TOT,PC_GDP,A,2010,10.276,
1957,CHE,HEALTHEXP,TOT,PC_GDP,A,2011,10.341,
1958,CHE,HEALTHEXP,TOT,PC_GDP,A,2012,10.618,
1959,CHE,HEALTHEXP,TOT,PC_GDP,A,2013,10.831,
1960,CHE,HEALTHEXP,TOT,PC_GDP,A,2014,10.994,
1961,CHE,HEALTHEXP,TOT,PC_GDP,A,2015,11.369,
1962,CHE,HEALTHEXP,TOT,PC_GDP,A,2016,11.709,
1963,CHE,HEALTHEXP,TOT,PC_GDP,A,2017,11.895,
1964,CHE,HEALTHEXP,TOT,PC_GDP,A,2018,11.876,
1965,CHE,HEALTHEXP,TOT,PC_GDP,A,2019,12.142,E
1966,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,1995,844.761,B
1967,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,1996,867.163,
1968,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,1997,900.46,
1969,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,1998,932.338,
1970,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,1999,969.539,
1971,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2000,1032.02,
1972,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2001,1069.983,
1973,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2002,1129.181,
1974,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2003,1120.542,
1975,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2004,1181.326,
1976,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2005,1114.55,
1977,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2006,1157.266,
1978,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2007,1256.124,
1979,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2008,1299.735,
1980,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2009,1328.761,
1981,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2010,1332.185,
1982,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2011,1348.838,
1983,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2012,1439.49,
1984,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2013,1490.628,
1985,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2014,1603.512,
1986,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2015,1672.383,
1987,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2016,1808.98,
1988,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2017,1858.188,
1989,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2018,2037.028,
1990,CHE,HEALTHEXP,OOPEXP,USD_CAP,A,2019,2164.995,E
1991,TUR,HEALTHEXP,TOT,PC_GDP,A,1975,2.156,D
1992,TUR,HEALTHEXP,TOT,PC_GDP,A,1976,1.695,D
1993,TUR,HEALTHEXP,TOT,PC_GDP,A,1977,1.988,D
1994,TUR,HEALTHEXP,TOT,PC_GDP,A,1978,2.226,D
1995,TUR,HEALTHEXP,TOT,PC_GDP,A,1979,2.293,D
1996,TUR,HEALTHEXP,TOT,PC_GDP,A,1980,2.361,D
1997,TUR,HEALTHEXP,TOT,PC_GDP,A,1981,2.574,D
1998,TUR,HEALTHEXP,TOT,PC_GDP,A,1982,2.146,D
1999,TUR,HEALTHEXP,TOT,PC_GDP,A,1983,2.194,D
2000,TUR,HEALTHEXP,TOT,PC_GDP,A,1984,2.114,D
2001,TUR,HEALTHEXP,TOT,PC_GDP,A,1985,1.49,
2002,TUR,HEALTHEXP,TOT,PC_GDP,A,1986,1.835,
2003,TUR,HEALTHEXP,TOT,PC_GDP,A,1987,1.896,
2004,TUR,HEALTHEXP,TOT,PC_GDP,A,1988,2.074,
2005,TUR,HEALTHEXP,TOT,PC_GDP,A,1989,2.275,
2006,TUR,HEALTHEXP,TOT,PC_GDP,A,1990,2.451,
2007,TUR,HEALTHEXP,TOT,PC_GDP,A,1991,2.786,D
2008,TUR,HEALTHEXP,TOT,PC_GDP,A,1992,2.747,D
2009,TUR,HEALTHEXP,TOT,PC_GDP,A,1993,2.695,D
2010,TUR,HEALTHEXP,TOT,PC_GDP,A,1994,2.624,D
2011,TUR,HEALTHEXP,TOT,PC_GDP,A,1995,2.448,D
2012,TUR,HEALTHEXP,TOT,PC_GDP,A,1996,2.834,D
2013,TUR,HEALTHEXP,TOT,PC_GDP,A,1997,3.06,D
2014,TUR,HEALTHEXP,TOT,PC_GDP,A,1998,3.509,D
2015,TUR,HEALTHEXP,TOT,PC_GDP,A,1999,4.465,B
2016,TUR,HEALTHEXP,TOT,PC_GDP,A,2000,4.622,
2017,TUR,HEALTHEXP,TOT,PC_GDP,A,2001,4.924,
2018,TUR,HEALTHEXP,TOT,PC_GDP,A,2002,5.101,
2019,TUR,HEALTHEXP,TOT,PC_GDP,A,2003,5.059,
2020,TUR,HEALTHEXP,TOT,PC_GDP,A,2004,4.959,
2021,TUR,HEALTHEXP,TOT,PC_GDP,A,2005,4.942,
2022,TUR,HEALTHEXP,TOT,PC_GDP,A,2006,5.188,
2023,TUR,HEALTHEXP,TOT,PC_GDP,A,2007,5.281,
2024,TUR,HEALTHEXP,TOT,PC_GDP,A,2008,5.259,
2025,TUR,HEALTHEXP,TOT,PC_GDP,A,2009,5.534,
2026,TUR,HEALTHEXP,TOT,PC_GDP,A,2010,5.054,
2027,TUR,HEALTHEXP,TOT,PC_GDP,A,2011,4.688,
2028,TUR,HEALTHEXP,TOT,PC_GDP,A,2012,4.478,
2029,TUR,HEALTHEXP,TOT,PC_GDP,A,2013,4.404,
2030,TUR,HEALTHEXP,TOT,PC_GDP,A,2014,4.347,
2031,TUR,HEALTHEXP,TOT,PC_GDP,A,2015,4.139,
2032,TUR,HEALTHEXP,TOT,PC_GDP,A,2016,4.314,
2033,TUR,HEALTHEXP,TOT,PC_GDP,A,2017,4.211,
2034,TUR,HEALTHEXP,TOT,PC_GDP,A,2018,4.162,
2035,TUR,HEALTHEXP,TOT,PC_GDP,A,2019,4.383,E
2036,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1979,51.916,D
2037,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1980,56.152,D
2038,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1981,80.705,D
2039,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1982,64.57,D
2040,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1983,73.952,D
2041,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1984,54.196,D
2042,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1985,35.621,
2043,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1986,57.876,
2044,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1987,62.296,
2045,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1988,60.394,
2046,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1989,55.153,
2047,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1990,60.901,
2048,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1991,64.553,D
2049,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1992,57.169,D
2050,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1993,61.755,D
2051,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1994,53.753,D
2052,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1995,51.823,D
2053,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1996,70.918,D
2054,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,1999,111.809,
2055,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2000,124.827,D
2056,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2001,110.739,D
2057,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2002,105.664,D
2058,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2003,96.486,
2059,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2004,112.734,
2060,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2005,142.198,
2061,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2006,160.253,
2062,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2007,175.096,
2063,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2008,154.807,
2064,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2009,118.534,
2065,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2010,142.274,
2066,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2011,141.198,
2067,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2012,142.55,
2068,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2013,160.421,
2069,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2014,178.451,
2070,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2015,176.326,
2071,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2016,185.856,
2072,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2017,206.439,
2073,TUR,HEALTHEXP,OOPEXP,USD_CAP,A,2018,214.019,
2074,GBR,HEALTHEXP,TOT,PC_GDP,A,1970,3.971,
2075,GBR,HEALTHEXP,TOT,PC_GDP,A,1971,4.017,
2076,GBR,HEALTHEXP,TOT,PC_GDP,A,1972,4.088,
2077,GBR,HEALTHEXP,TOT,PC_GDP,A,1973,4.019,
2078,GBR,HEALTHEXP,TOT,PC_GDP,A,1974,4.647,
2079,GBR,HEALTHEXP,TOT,PC_GDP,A,1975,4.933,
2080,GBR,HEALTHEXP,TOT,PC_GDP,A,1976,4.949,
2081,GBR,HEALTHEXP,TOT,PC_GDP,A,1977,4.846,
2082,GBR,HEALTHEXP,TOT,PC_GDP,A,1978,4.798,
2083,GBR,HEALTHEXP,TOT,PC_GDP,A,1979,4.74,
2084,GBR,HEALTHEXP,TOT,PC_GDP,A,1980,5.063,
2085,GBR,HEALTHEXP,TOT,PC_GDP,A,1981,5.285,
2086,GBR,HEALTHEXP,TOT,PC_GDP,A,1982,5.123,
2087,GBR,HEALTHEXP,TOT,PC_GDP,A,1983,5.321,
2088,GBR,HEALTHEXP,TOT,PC_GDP,A,1984,5.237,
2089,GBR,HEALTHEXP,TOT,PC_GDP,A,1985,5.14,
2090,GBR,HEALTHEXP,TOT,PC_GDP,A,1986,5.125,
2091,GBR,HEALTHEXP,TOT,PC_GDP,A,1987,5.178,
2092,GBR,HEALTHEXP,TOT,PC_GDP,A,1988,5.089,
2093,GBR,HEALTHEXP,TOT,PC_GDP,A,1989,5.037,
2094,GBR,HEALTHEXP,TOT,PC_GDP,A,1990,5.09,
2095,GBR,HEALTHEXP,TOT,PC_GDP,A,1991,5.486,
2096,GBR,HEALTHEXP,TOT,PC_GDP,A,1992,5.935,
2097,GBR,HEALTHEXP,TOT,PC_GDP,A,1993,6.003,
2098,GBR,HEALTHEXP,TOT,PC_GDP,A,1994,6.078,
2099,GBR,HEALTHEXP,TOT,PC_GDP,A,1995,5.573,
2100,GBR,HEALTHEXP,TOT,PC_GDP,A,1996,5.563,
2101,GBR,HEALTHEXP,TOT,PC_GDP,A,1997,6.906,B
2102,GBR,HEALTHEXP,TOT,PC_GDP,A,1998,7.057,
2103,GBR,HEALTHEXP,TOT,PC_GDP,A,1999,7.234,
2104,GBR,HEALTHEXP,TOT,PC_GDP,A,2000,7.284,
2105,GBR,HEALTHEXP,TOT,PC_GDP,A,2001,7.655,
2106,GBR,HEALTHEXP,TOT,PC_GDP,A,2002,8.024,
2107,GBR,HEALTHEXP,TOT,PC_GDP,A,2003,8.212,
2108,GBR,HEALTHEXP,TOT,PC_GDP,A,2004,8.484,
2109,GBR,HEALTHEXP,TOT,PC_GDP,A,2005,8.534,
2110,GBR,HEALTHEXP,TOT,PC_GDP,A,2006,8.697,
2111,GBR,HEALTHEXP,TOT,PC_GDP,A,2007,8.873,
2112,GBR,HEALTHEXP,TOT,PC_GDP,A,2008,9.166,
2113,GBR,HEALTHEXP,TOT,PC_GDP,A,2009,10.016,
2114,GBR,HEALTHEXP,TOT,PC_GDP,A,2010,9.989,
2115,GBR,HEALTHEXP,TOT,PC_GDP,A,2011,9.973,
2116,GBR,HEALTHEXP,TOT,PC_GDP,A,2012,10.052,
2117,GBR,HEALTHEXP,TOT,PC_GDP,A,2013,9.979,
2118,GBR,HEALTHEXP,TOT,PC_GDP,A,2014,9.958,
2119,GBR,HEALTHEXP,TOT,PC_GDP,A,2015,9.904,
2120,GBR,HEALTHEXP,TOT,PC_GDP,A,2016,9.867,
2121,GBR,HEALTHEXP,TOT,PC_GDP,A,2017,9.825,
2122,GBR,HEALTHEXP,TOT,PC_GDP,A,2018,9.997,
2123,GBR,HEALTHEXP,TOT,PC_GDP,A,2019,10.254,E
2124,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,1980,35.022,
2125,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,1990,88.795,
2126,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,1991,100.28,
2127,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,1992,108.848,
2128,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,1993,111.79,
2129,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,1994,123.711,
2130,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,1995,126.038,
2131,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,1996,136.452,
2132,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,1997,281.764,B
2133,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,1998,288.614,
2134,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,1999,294.792,
2135,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2000,327.453,
2136,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2001,368.777,
2137,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2002,396.786,
2138,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2003,396.918,
2139,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2004,403.947,
2140,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2005,369.068,
2141,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2006,375.371,
2142,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2007,444.751,
2143,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2008,421.845,
2144,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2009,407.077,
2145,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2010,442.014,
2146,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2011,458.663,
2147,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2012,502.859,
2148,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2013,564.66,
2149,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2014,572.014,
2150,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2015,577.921,
2151,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2016,608.444,
2152,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2017,655.188,
2153,GBR,HEALTHEXP,OOPEXP,USD_CAP,A,2018,716.753,
2154,USA,HEALTHEXP,TOT,PC_GDP,A,1970,6.247,
2155,USA,HEALTHEXP,TOT,PC_GDP,A,1971,6.382,
2156,USA,HEALTHEXP,TOT,PC_GDP,A,1972,6.516,
2157,USA,HEALTHEXP,TOT,PC_GDP,A,1973,6.531,
2158,USA,HEALTHEXP,TOT,PC_GDP,A,1974,6.852,
2159,USA,HEALTHEXP,TOT,PC_GDP,A,1975,7.188,
2160,USA,HEALTHEXP,TOT,PC_GDP,A,1976,7.435,
2161,USA,HEALTHEXP,TOT,PC_GDP,A,1977,7.683,
2162,USA,HEALTHEXP,TOT,PC_GDP,A,1978,7.656,
2163,USA,HEALTHEXP,TOT,PC_GDP,A,1979,7.786,
2164,USA,HEALTHEXP,TOT,PC_GDP,A,1980,8.241,
2165,USA,HEALTHEXP,TOT,PC_GDP,A,1981,8.526,
2166,USA,HEALTHEXP,TOT,PC_GDP,A,1982,9.212,
2167,USA,HEALTHEXP,TOT,PC_GDP,A,1983,9.341,
2168,USA,HEALTHEXP,TOT,PC_GDP,A,1984,9.291,
2169,USA,HEALTHEXP,TOT,PC_GDP,A,1985,9.515,
2170,USA,HEALTHEXP,TOT,PC_GDP,A,1986,9.689,
2171,USA,HEALTHEXP,TOT,PC_GDP,A,1987,9.933,
2172,USA,HEALTHEXP,TOT,PC_GDP,A,1988,10.322,
2173,USA,HEALTHEXP,TOT,PC_GDP,A,1989,10.675,
2174,USA,HEALTHEXP,TOT,PC_GDP,A,1990,11.304,
2175,USA,HEALTHEXP,TOT,PC_GDP,A,1991,11.979,
2176,USA,HEALTHEXP,TOT,PC_GDP,A,1992,12.25,
2177,USA,HEALTHEXP,TOT,PC_GDP,A,1993,12.506,
2178,USA,HEALTHEXP,TOT,PC_GDP,A,1994,12.428,
2179,USA,HEALTHEXP,TOT,PC_GDP,A,1995,12.542,
2180,USA,HEALTHEXP,TOT,PC_GDP,A,1996,12.506,
2181,USA,HEALTHEXP,TOT,PC_GDP,A,1997,12.414,
2182,USA,HEALTHEXP,TOT,PC_GDP,A,1998,12.428,
2183,USA,HEALTHEXP,TOT,PC_GDP,A,1999,12.429,
2184,USA,HEALTHEXP,TOT,PC_GDP,A,2000,12.542,
2185,USA,HEALTHEXP,TOT,PC_GDP,A,2001,13.219,
2186,USA,HEALTHEXP,TOT,PC_GDP,A,2002,14.007,
2187,USA,HEALTHEXP,TOT,PC_GDP,A,2003,14.522,
2188,USA,HEALTHEXP,TOT,PC_GDP,A,2004,14.61,
2189,USA,HEALTHEXP,TOT,PC_GDP,A,2005,14.606,
2190,USA,HEALTHEXP,TOT,PC_GDP,A,2006,14.702,
2191,USA,HEALTHEXP,TOT,PC_GDP,A,2007,14.919,
2192,USA,HEALTHEXP,TOT,PC_GDP,A,2008,15.286,
2193,USA,HEALTHEXP,TOT,PC_GDP,A,2009,16.284,
2194,USA,HEALTHEXP,TOT,PC_GDP,A,2010,16.345,
